Customer_ID,Product_Name,Price
93,Mouse,1000
94,Monitor,15000
95,Headphones,2000
96,Gaming Console,40000
97,Monitor,15000
98,Laptop,75000
99,Keyboard,1500
100,Keyboard,1500
101,Keyboard,1500
102,Smartphone,25000
103,Bluetooth Speaker,3500
104,Monitor,15000
105,Mouse,1000
106,Smartphone,25000
107,Smartwatch,5000
108,Mouse,1000
109,Gaming Console,40000
110,Smartphone,25000
111,Smartphone,25000
112,Mouse,1000
113,Gaming Console,40000
114,Smartwatch,5000
115,Smartwatch,5000
116,Mouse,1000
117,Tablet,30000
118,Mouse,1000
119,Smartwatch,5000
120,Keyboard,1500
121,Smartphone,25000
122,Laptop,75000
123,Laptop,75000
124,Laptop,75000
125,Mouse,1000
126,Headphones,2000
127,Monitor,15000
128,Tablet,30000
129,Smartphone,25000
130,Bluetooth Speaker,3500
131,Mouse,1000
132,Headphones,2000
133,Keyboard,1500
134,Mouse,1000
135,Monitor,15000
136,Keyboard,1500
137,Headphones,2000
138,Keyboard,1500
139,Bluetooth Speaker,3500
140,Gaming Console,40000
141,Laptop,75000
142,Mouse,1000
143,Monitor,15000
144,Smartphone,25000
145,Headphones,2000
146,Gaming Console,40000
147,Monitor,15000
148,Smartwatch,5000
149,Headphones,2000
150,Smartphone,25000
151,Laptop,75000
152,Bluetooth Speaker,3500
153,Smartphone,25000
154,Bluetooth Speaker,3500
155,Bluetooth Speaker,3500
156,Tablet,30000
157,Gaming Console,40000
158,Tablet,30000
159,Tablet,30000
160,Tablet,30000
161,Tablet,30000
162,Smartphone,25000
163,Gaming Console,40000
164,Keyboard,1500
165,Mouse,1000
166,Headphones,2000
167,Laptop,75000
168,Smartphone,25000
169,Keyboard,1500
170,Tablet,30000
171,Gaming Console,40000
172,Keyboard,1500
173,Keyboard,1500
174,Mouse,1000
175,Gaming Console,40000
176,Laptop,75000
177,Tablet,30000
178,Gaming Console,40000
179,Tablet,30000
180,Smartphone,25000
181,Bluetooth Speaker,3500
182,Headphones,2000
183,Laptop,75000
184,Gaming Console,40000
185,Monitor,15000
186,Gaming Console,40000
187,Gaming Console,40000
188,Smartphone,25000
189,Keyboard,1500
190,Smartwatch,5000
191,Gaming Console,40000
192,Mouse,1000
193,Laptop,75000
194,Smartwatch,5000
195,Smartwatch,5000
196,Laptop,75000
197,Mouse,1000
198,Laptop,75000
199,Bluetooth Speaker,3500
200,Bluetooth Speaker,3500
201,Laptop,75000
202,Smartwatch,5000
203,Smartwatch,5000
204,Gaming Console,40000
205,Smartwatch,5000
206,Smartphone,25000
207,Gaming Console,40000
208,Monitor,15000
209,Mouse,1000
210,Laptop,75000
211,Headphones,2000
212,Smartphone,25000
213,Laptop,75000
214,Smartphone,25000
215,Laptop,75000
216,Laptop,75000
217,Monitor,15000
218,Smartphone,25000
219,Smartphone,25000
220,Mouse,1000
221,Bluetooth Speaker,3500
222,Bluetooth Speaker,3500
223,Tablet,30000
224,Mouse,1000
225,Monitor,15000
226,Keyboard,1500
227,Gaming Console,40000
228,Keyboard,1500
229,Keyboard,1500
230,Bluetooth Speaker,3500
231,Keyboard,1500
232,Keyboard,1500
233,Smartphone,25000
234,Laptop,75000
235,Laptop,75000
236,Smartwatch,5000
237,Bluetooth Speaker,3500
238,Gaming Console,40000
239,Tablet,30000
240,Bluetooth Speaker,3500
241,Tablet,30000
242,Headphones,2000
243,Tablet,30000
244,Gaming Console,40000
245,Bluetooth Speaker,3500
246,Smartphone,25000
247,Smartwatch,5000
248,Tablet,30000
249,Monitor,15000
250,Mouse,1000
251,Keyboard,1500
252,Gaming Console,40000
253,Headphones,2000
254,Smartwatch,5000
255,Smartwatch,5000
256,Keyboard,1500
257,Keyboard,1500
258,Gaming Console,40000
259,Headphones,2000
260,Tablet,30000
261,Keyboard,1500
262,Smartphone,25000
263,Bluetooth Speaker,3500
264,Keyboard,1500
265,Laptop,75000
266,Keyboard,1500
267,Keyboard,1500
268,Mouse,1000
269,Bluetooth Speaker,3500
270,Smartphone,25000
271,Headphones,2000
272,Mouse,1000
273,Smartwatch,5000
274,Keyboard,1500
275,Tablet,30000
276,Tablet,30000
277,Smartphone,25000
278,Smartwatch,5000
279,Headphones,2000
280,Mouse,1000
281,Gaming Console,40000
282,Headphones,2000
283,Laptop,75000
284,Laptop,75000
285,Mouse,1000
286,Tablet,30000
287,Mouse,1000
288,Monitor,15000
289,Smartwatch,5000
290,Keyboard,1500
291,Keyboard,1500
292,Smartphone,25000
293,Bluetooth Speaker,3500
294,Gaming Console,40000
295,Laptop,75000
296,Smartphone,25000
297,Tablet,30000
298,Gaming Console,40000
299,Laptop,75000
300,Keyboard,1500
301,Gaming Console,40000
302,Monitor,15000
303,Bluetooth Speaker,3500
304,Smartwatch,5000
305,Headphones,2000
306,Headphones,2000
307,Keyboard,1500
308,Bluetooth Speaker,3500
309,Headphones,2000
310,Smartwatch,5000
311,Mouse,1000
312,Keyboard,1500
313,Keyboard,1500
314,Bluetooth Speaker,3500
315,Smartwatch,5000
316,Monitor,15000
317,Headphones,2000
318,Monitor,15000
319,Tablet,30000
320,Headphones,2000
321,Mouse,1000
322,Bluetooth Speaker,3500
323,Headphones,2000
324,Headphones,2000
325,Mouse,1000
326,Mouse,1000
327,Gaming Console,40000
328,Smartwatch,5000
329,Gaming Console,40000
330,Headphones,2000
331,Smartphone,25000
332,Laptop,75000
333,Laptop,75000
334,Bluetooth Speaker,3500
335,Tablet,30000
336,Keyboard,1500
337,Smartphone,25000
338,Gaming Console,40000
339,Monitor,15000
340,Headphones,2000
341,Smartwatch,5000
342,Bluetooth Speaker,3500
343,Mouse,1000
344,Smartwatch,5000
345,Smartphone,25000
346,Gaming Console,40000
347,Smartphone,25000
348,Keyboard,1500
349,Tablet,30000
350,Headphones,2000
351,Monitor,15000
352,Headphones,2000
353,Headphones,2000
354,Monitor,15000
355,Gaming Console,40000
356,Smartphone,25000
357,Monitor,15000
358,Keyboard,1500
359,Smartwatch,5000
360,Tablet,30000
361,Bluetooth Speaker,3500
362,Headphones,2000
363,Tablet,30000
364,Gaming Console,40000
365,Tablet,30000
366,Smartphone,25000
367,Keyboard,1500
368,Smartphone,25000
369,Keyboard,1500
370,Laptop,75000
371,Mouse,1000
372,Keyboard,1500
373,Monitor,15000
374,Tablet,30000
375,Headphones,2000
376,Laptop,75000
377,Headphones,2000
378,Mouse,1000
379,Bluetooth Speaker,3500
380,Smartwatch,5000
381,Headphones,2000
382,Headphones,2000
383,Tablet,30000
384,Gaming Console,40000
385,Monitor,15000
386,Smartphone,25000
387,Mouse,1000
388,Keyboard,1500
389,Monitor,15000
390,Keyboard,1500
391,Laptop,75000
392,Mouse,1000
393,Smartphone,25000
394,Tablet,30000
395,Tablet,30000
396,Monitor,15000
397,Mouse,1000
398,Monitor,15000
399,Gaming Console,40000
400,Tablet,30000
401,Smartphone,25000
402,Gaming Console,40000
403,Mouse,1000
404,Laptop,75000
405,Smartphone,25000
406,Mouse,1000
407,Keyboard,1500
408,Monitor,15000
409,Monitor,15000
410,Smartwatch,5000
411,Tablet,30000
412,Smartwatch,5000
413,Mouse,1000
414,Keyboard,1500
415,Bluetooth Speaker,3500
416,Tablet,30000
417,Headphones,2000
418,Keyboard,1500
419,Bluetooth Speaker,3500
420,Bluetooth Speaker,3500
421,Mouse,1000
422,Headphones,2000
423,Laptop,75000
424,Laptop,75000
425,Gaming Console,40000
426,Bluetooth Speaker,3500
427,Tablet,30000
428,Smartwatch,5000
429,Gaming Console,40000
430,Mouse,1000
431,Mouse,1000
432,Gaming Console,40000
433,Smartphone,25000
434,Smartphone,25000
435,Laptop,75000
436,Laptop,75000
437,Laptop,75000
438,Smartphone,25000
439,Laptop,75000
440,Tablet,30000
441,Smartwatch,5000
442,Headphones,2000
443,Gaming Console,40000
444,Tablet,30000
445,Smartphone,25000
446,Bluetooth Speaker,3500
447,Bluetooth Speaker,3500
448,Smartwatch,5000
449,Tablet,30000
450,Laptop,75000
451,Laptop,75000
452,Tablet,30000
453,Keyboard,1500
454,Headphones,2000
455,Headphones,2000
456,Laptop,75000
457,Tablet,30000
458,Bluetooth Speaker,3500
459,Keyboard,1500
460,Keyboard,1500
461,Laptop,75000
462,Monitor,15000
463,Gaming Console,40000
464,Smartwatch,5000
465,Keyboard,1500
466,Bluetooth Speaker,3500
467,Smartwatch,5000
468,Monitor,15000
469,Monitor,15000
470,Monitor,15000
471,Keyboard,1500
472,Laptop,75000
473,Headphones,2000
474,Smartwatch,5000
475,Mouse,1000
476,Laptop,75000
477,Monitor,15000
478,Headphones,2000
479,Mouse,1000
480,Tablet,30000
481,Bluetooth Speaker,3500
482,Headphones,2000
483,Laptop,75000
484,Bluetooth Speaker,3500
485,Headphones,2000
486,Bluetooth Speaker,3500
487,Tablet,30000
488,Smartwatch,5000
489,Bluetooth Speaker,3500
490,Monitor,15000
491,Mouse,1000
492,Mouse,1000
493,Smartphone,25000
494,Monitor,15000
495,Gaming Console,40000
496,Laptop,75000
497,Keyboard,1500
498,Smartphone,25000
499,Mouse,1000
500,Mouse,1000
501,Headphones,2000
502,Bluetooth Speaker,3500
503,Gaming Console,40000
504,Mouse,1000
505,Monitor,15000
506,Monitor,15000
507,Bluetooth Speaker,3500
508,Smartwatch,5000
509,Smartwatch,5000
510,Bluetooth Speaker,3500
511,Gaming Console,40000
512,Laptop,75000
513,Laptop,75000
514,Smartwatch,5000
515,Bluetooth Speaker,3500
516,Monitor,15000
517,Tablet,30000
518,Monitor,15000
519,Smartphone,25000
520,Keyboard,1500
521,Gaming Console,40000
522,Smartwatch,5000
523,Monitor,15000
524,Mouse,1000
525,Monitor,15000
526,Gaming Console,40000
527,Smartwatch,5000
528,Headphones,2000
529,Laptop,75000
530,Laptop,75000
531,Keyboard,1500
532,Keyboard,1500
533,Keyboard,1500
534,Bluetooth Speaker,3500
535,Keyboard,1500
536,Keyboard,1500
537,Gaming Console,40000
538,Tablet,30000
539,Smartphone,25000
540,Tablet,30000
541,Mouse,1000
542,Mouse,1000
543,Monitor,15000
544,Tablet,30000
545,Mouse,1000
546,Smartwatch,5000
547,Monitor,15000
548,Tablet,30000
549,Headphones,2000
550,Smartphone,25000
551,Monitor,15000
552,Laptop,75000
553,Mouse,1000
554,Mouse,1000
555,Headphones,2000
556,Headphones,2000
557,Mouse,1000
558,Monitor,15000
559,Smartphone,25000
560,Bluetooth Speaker,3500
561,Bluetooth Speaker,3500
562,Keyboard,1500
563,Smartwatch,5000
564,Headphones,2000
565,Tablet,30000
566,Keyboard,1500
567,Laptop,75000
568,Smartphone,25000
569,Tablet,30000
570,Bluetooth Speaker,3500
571,Gaming Console,40000
572,Gaming Console,40000
573,Headphones,2000
574,Gaming Console,40000
575,Smartwatch,5000
576,Laptop,75000
577,Gaming Console,40000
578,Headphones,2000
579,Tablet,30000
580,Gaming Console,40000
581,Headphones,2000
582,Monitor,15000
583,Gaming Console,40000
584,Headphones,2000
585,Mouse,1000
586,Gaming Console,40000
587,Headphones,2000
588,Gaming Console,40000
589,Mouse,1000
590,Laptop,75000
591,Smartwatch,5000
592,Monitor,15000
593,Smartphone,25000
594,Headphones,2000
595,Monitor,15000
596,Smartphone,25000
597,Mouse,1000
598,Gaming Console,40000
599,Smartphone,25000
600,Mouse,1000
601,Laptop,75000
602,Smartwatch,5000
603,Tablet,30000
604,Headphones,2000
605,Bluetooth Speaker,3500
606,Gaming Console,40000
607,Laptop,75000
608,Monitor,15000
609,Monitor,15000
610,Laptop,75000
611,Keyboard,1500
612,Bluetooth Speaker,3500
613,Keyboard,1500
614,Gaming Console,40000
615,Mouse,1000
616,Tablet,30000
617,Smartwatch,5000
618,Laptop,75000
619,Bluetooth Speaker,3500
620,Headphones,2000
621,Keyboard,1500
622,Headphones,2000
623,Monitor,15000
624,Monitor,15000
625,Keyboard,1500
626,Monitor,15000
627,Tablet,30000
628,Keyboard,1500
629,Mouse,1000
630,Headphones,2000
631,Smartwatch,5000
632,Monitor,15000
633,Tablet,30000
634,Keyboard,1500
635,Laptop,75000
636,Tablet,30000
637,Laptop,75000
638,Bluetooth Speaker,3500
639,Mouse,1000
640,Keyboard,1500
641,Smartwatch,5000
642,Smartphone,25000
643,Gaming Console,40000
644,Smartphone,25000
645,Laptop,75000
646,Smartphone,25000
647,Keyboard,1500
648,Smartwatch,5000
649,Mouse,1000
650,Laptop,75000
651,Smartwatch,5000
652,Monitor,15000
653,Laptop,75000
654,Headphones,2000
655,Gaming Console,40000
656,Mouse,1000
657,Headphones,2000
658,Tablet,30000
659,Bluetooth Speaker,3500
660,Smartwatch,5000
661,Gaming Console,40000
662,Gaming Console,40000
663,Tablet,30000
664,Monitor,15000
665,Tablet,30000
666,Tablet,30000
667,Headphones,2000
668,Monitor,15000
669,Smartwatch,5000
670,Mouse,1000
671,Smartphone,25000
672,Gaming Console,40000
673,Keyboard,1500
674,Smartwatch,5000
675,Smartwatch,5000
676,Tablet,30000
677,Mouse,1000
678,Gaming Console,40000
679,Bluetooth Speaker,3500
680,Headphones,2000
681,Smartphone,25000
682,Tablet,30000
683,Keyboard,1500
684,Mouse,1000
685,Keyboard,1500
686,Mouse,1000
687,Smartphone,25000
688,Mouse,1000
689,Smartphone,25000
690,Bluetooth Speaker,3500
691,Bluetooth Speaker,3500
692,Headphones,2000
693,Tablet,30000
694,Gaming Console,40000
695,Mouse,1000
696,Gaming Console,40000
697,Laptop,75000
698,Smartphone,25000
699,Smartphone,25000
700,Laptop,75000
701,Monitor,15000
702,Gaming Console,40000
703,Gaming Console,40000
704,Gaming Console,40000
705,Keyboard,1500
706,Laptop,75000
707,Tablet,30000
708,Mouse,1000
709,Headphones,2000
710,Gaming Console,40000
711,Smartphone,25000
712,Bluetooth Speaker,3500
713,Tablet,30000
714,Monitor,15000
715,Headphones,2000
716,Monitor,15000
717,Bluetooth Speaker,3500
718,Keyboard,1500
719,Headphones,2000
720,Monitor,15000
721,Mouse,1000
722,Gaming Console,40000
723,Mouse,1000
724,Tablet,30000
725,Tablet,30000
726,Smartphone,25000
727,Headphones,2000
728,Laptop,75000
729,Tablet,30000
730,Mouse,1000
731,Headphones,2000
732,Smartphone,25000
733,Headphones,2000
734,Mouse,1000
735,Keyboard,1500
736,Tablet,30000
737,Gaming Console,40000
738,Keyboard,1500
739,Tablet,30000
740,Gaming Console,40000
741,Mouse,1000
742,Mouse,1000
743,Monitor,15000
744,Mouse,1000
745,Keyboard,1500
746,Monitor,15000
747,Mouse,1000
748,Smartwatch,5000
749,Bluetooth Speaker,3500
750,Smartphone,25000
751,Smartphone,25000
752,Headphones,2000
753,Keyboard,1500
754,Tablet,30000
755,Gaming Console,40000
756,Laptop,75000
757,Tablet,30000
758,Mouse,1000
759,Bluetooth Speaker,3500
760,Headphones,2000
761,Monitor,15000
762,Smartphone,25000
763,Headphones,2000
764,Bluetooth Speaker,3500
765,Tablet,30000
766,Mouse,1000
767,Bluetooth Speaker,3500
768,Mouse,1000
769,Laptop,75000
770,Smartwatch,5000
771,Headphones,2000
772,Keyboard,1500
773,Keyboard,1500
774,Bluetooth Speaker,3500
775,Keyboard,1500
776,Smartwatch,5000
777,Mouse,1000
778,Gaming Console,40000
779,Tablet,30000
780,Laptop,75000
781,Gaming Console,40000
782,Keyboard,1500
783,Mouse,1000
784,Laptop,75000
785,Smartphone,25000
786,Smartphone,25000
787,Monitor,15000
788,Monitor,15000
789,Bluetooth Speaker,3500
790,Keyboard,1500
791,Smartwatch,5000
792,Monitor,15000
793,Smartwatch,5000
794,Gaming Console,40000
795,Gaming Console,40000
796,Gaming Console,40000
797,Mouse,1000
798,Monitor,15000
799,Keyboard,1500
800,Headphones,2000
801,Mouse,1000
802,Keyboard,1500
803,Smartphone,25000
804,Headphones,2000
805,Keyboard,1500
806,Tablet,30000
807,Smartwatch,5000
808,Headphones,2000
809,Laptop,75000
810,Smartwatch,5000
811,Gaming Console,40000
812,Laptop,75000
813,Laptop,75000
814,Bluetooth Speaker,3500
815,Tablet,30000
816,Monitor,15000
817,Headphones,2000
818,Headphones,2000
819,Tablet,30000
820,Smartwatch,5000
821,Headphones,2000
822,Laptop,75000
823,Gaming Console,40000
824,Keyboard,1500
825,Smartphone,25000
826,Headphones,2000
827,Headphones,2000
828,Mouse,1000
829,Monitor,15000
830,Gaming Console,40000
831,Tablet,30000
832,Smartwatch,5000
833,Bluetooth Speaker,3500
834,Monitor,15000
835,Monitor,15000
836,Gaming Console,40000
837,Headphones,2000
838,Keyboard,1500
839,Monitor,15000
840,Laptop,75000
841,Keyboard,1500
842,Smartphone,25000
843,Smartwatch,5000
844,Mouse,1000
845,Monitor,15000
846,Tablet,30000
847,Tablet,30000
848,Smartphone,25000
849,Bluetooth Speaker,3500
850,Smartwatch,5000
851,Tablet,30000
852,Laptop,75000
853,Tablet,30000
854,Laptop,75000
855,Smartwatch,5000
856,Smartwatch,5000
857,Monitor,15000
858,Smartphone,25000
859,Bluetooth Speaker,3500
860,Smartphone,25000
861,Mouse,1000
862,Gaming Console,40000
863,Monitor,15000
864,Laptop,75000
865,Mouse,1000
866,Mouse,1000
867,Bluetooth Speaker,3500
868,Tablet,30000
869,Headphones,2000
870,Laptop,75000
871,Smartphone,25000
872,Mouse,1000
873,Monitor,15000
874,Smartphone,25000
875,Smartphone,25000
876,Smartwatch,5000
877,Monitor,15000
878,Laptop,75000
879,Smartphone,25000
880,Mouse,1000
881,Keyboard,1500
882,Laptop,75000
883,Tablet,30000
884,Bluetooth Speaker,3500
885,Laptop,75000
886,Bluetooth Speaker,3500
887,Smartwatch,5000
888,Tablet,30000
889,Smartwatch,5000
890,Monitor,15000
891,Keyboard,1500
892,Laptop,75000
893,Laptop,75000
894,Tablet,30000
895,Headphones,2000
896,Laptop,75000
897,Laptop,75000
898,Laptop,75000
899,Headphones,2000
900,Bluetooth Speaker,3500
901,Headphones,2000
902,Bluetooth Speaker,3500
903,Smartphone,25000
904,Monitor,15000
905,Bluetooth Speaker,3500
906,Laptop,75000
907,Mouse,1000
908,Laptop,75000
909,Gaming Console,40000
910,Laptop,75000
911,Headphones,2000
912,Keyboard,1500
913,Mouse,1000
914,Gaming Console,40000
915,Gaming Console,40000
916,Monitor,15000
917,Headphones,2000
918,Laptop,75000
919,Mouse,1000
920,Keyboard,1500
921,Mouse,1000
922,Smartphone,25000
923,Tablet,30000
924,Headphones,2000
925,Smartphone,25000
926,Mouse,1000
927,Bluetooth Speaker,3500
928,Laptop,75000
929,Laptop,75000
930,Tablet,30000
931,Smartwatch,5000
932,Tablet,30000
933,Smartphone,25000
934,Smartwatch,5000
935,Bluetooth Speaker,3500
936,Mouse,1000
937,Smartphone,25000
938,Mouse,1000
939,Keyboard,1500
940,Smartphone,25000
941,Laptop,75000
942,Bluetooth Speaker,3500
943,Gaming Console,40000
944,Smartwatch,5000
945,Monitor,15000
946,Tablet,30000
947,Laptop,75000
948,Smartphone,25000
949,Smartwatch,5000
950,Smartphone,25000
951,Smartwatch,5000
952,Smartwatch,5000
953,Smartphone,25000
954,Headphones,2000
955,Bluetooth Speaker,3500
956,Mouse,1000
957,Monitor,15000
958,Laptop,75000
959,Headphones,2000
960,Laptop,75000
961,Laptop,75000
962,Mouse,1000
963,Gaming Console,40000
964,Monitor,15000
965,Smartwatch,5000
966,Smartphone,25000
967,Tablet,30000
968,Bluetooth Speaker,3500
969,Smartwatch,5000
970,Tablet,30000
971,Tablet,30000
972,Bluetooth Speaker,3500
973,Keyboard,1500
974,Laptop,75000
975,Mouse,1000
976,Mouse,1000
977,Laptop,75000
978,Mouse,1000
979,Smartwatch,5000
980,Laptop,75000
981,Mouse,1000
982,Keyboard,1500
983,Gaming Console,40000
984,Mouse,1000
985,Headphones,2000
986,Headphones,2000
987,Gaming Console,40000
988,Laptop,75000
989,Laptop,75000
990,Smartwatch,5000
991,Mouse,1000
992,Mouse,1000
993,Headphones,2000
994,Tablet,30000
995,Smartwatch,5000
996,Monitor,15000
997,Mouse,1000
998,Mouse,1000
999,Tablet,30000
1000,Mouse,1000
1001,Headphones,2000
1002,Keyboard,1500
1003,Smartphone,25000
1004,Smartwatch,5000
1005,Mouse,1000
1006,Headphones,2000
1007,Headphones,2000
1008,Laptop,75000
1009,Bluetooth Speaker,3500
1010,Headphones,2000
1011,Headphones,2000
1012,Keyboard,1500
1013,Monitor,15000
1014,Gaming Console,40000
1015,Tablet,30000
1016,Gaming Console,40000
1017,Smartphone,25000
1018,Tablet,30000
1019,Headphones,2000
1020,Mouse,1000
1021,Smartphone,25000
1022,Smartphone,25000
1023,Monitor,15000
1024,Monitor,15000
1025,Keyboard,1500
1026,Laptop,75000
1027,Headphones,2000
1028,Smartwatch,5000
1029,Smartwatch,5000
1030,Laptop,75000
1031,Mouse,1000
1032,Mouse,1000
1033,Headphones,2000
1034,Headphones,2000
1035,Gaming Console,40000
1036,Laptop,75000
1037,Smartwatch,5000
1038,Tablet,30000
1039,Gaming Console,40000
1040,Bluetooth Speaker,3500
1041,Mouse,1000
1042,Keyboard,1500
1043,Laptop,75000
1044,Laptop,75000
1045,Monitor,15000
1046,Keyboard,1500
1047,Smartwatch,5000
1048,Smartwatch,5000
1049,Mouse,1000
1050,Bluetooth Speaker,3500
1051,Bluetooth Speaker,3500
1052,Smartwatch,5000
1053,Gaming Console,40000
1054,Mouse,1000
1055,Smartphone,25000
1056,Laptop,75000
1057,Mouse,1000
1058,Bluetooth Speaker,3500
1059,Monitor,15000
1060,Mouse,1000
1061,Monitor,15000
1062,Tablet,30000
1063,Laptop,75000
1064,Monitor,15000
1065,Mouse,1000
1066,Bluetooth Speaker,3500
1067,Keyboard,1500
1068,Mouse,1000
1069,Mouse,1000
1070,Bluetooth Speaker,3500
1071,Smartwatch,5000
1072,Smartphone,25000
1073,Bluetooth Speaker,3500
1074,Smartwatch,5000
1075,Mouse,1000
1076,Laptop,75000
1077,Keyboard,1500
1078,Mouse,1000
1079,Headphones,2000
1080,Mouse,1000
1081,Keyboard,1500
1082,Laptop,75000
1083,Keyboard,1500
1084,Gaming Console,40000
1085,Smartphone,25000
1086,Smartwatch,5000
1087,Bluetooth Speaker,3500
1088,Mouse,1000
1089,Smartphone,25000
1090,Smartphone,25000
1091,Tablet,30000
1092,Monitor,15000
1093,Mouse,1000
1094,Mouse,1000
1095,Smartwatch,5000
1096,Mouse,1000
1097,Mouse,1000
1098,Gaming Console,40000
1099,Smartwatch,5000
1100,Mouse,1000
1101,Bluetooth Speaker,3500
1102,Tablet,30000
1103,Smartphone,25000
1104,Keyboard,1500
1105,Headphones,2000
1106,Smartwatch,5000
1107,Monitor,15000
1108,Monitor,15000
1109,Bluetooth Speaker,3500
1110,Smartwatch,5000
1111,Bluetooth Speaker,3500
1112,Headphones,2000
1113,Mouse,1000
1114,Bluetooth Speaker,3500
1115,Monitor,15000
1116,Laptop,75000
1117,Smartphone,25000
1118,Mouse,1000
1119,Headphones,2000
1120,Mouse,1000
1121,Gaming Console,40000
1122,Gaming Console,40000
1123,Tablet,30000
1124,Laptop,75000
1125,Keyboard,1500
1126,Keyboard,1500
1127,Mouse,1000
1128,Headphones,2000
1129,Headphones,2000
1130,Bluetooth Speaker,3500
1131,Monitor,15000
1132,Mouse,1000
1133,Tablet,30000
1134,Keyboard,1500
1135,Mouse,1000
1136,Mouse,1000
1137,Headphones,2000
1138,Smartphone,25000
1139,Headphones,2000
1140,Smartphone,25000
1141,Smartwatch,5000
1142,Monitor,15000
1143,Headphones,2000
1144,Headphones,2000
1145,Smartwatch,5000
1146,Smartphone,25000
1147,Bluetooth Speaker,3500
1148,Smartphone,25000
1149,Headphones,2000
1150,Headphones,2000
1151,Headphones,2000
1152,Keyboard,1500
1153,Monitor,15000
1154,Bluetooth Speaker,3500
1155,Headphones,2000
1156,Keyboard,1500
1157,Smartwatch,5000
1158,Monitor,15000
1159,Mouse,1000
1160,Mouse,1000
1161,Laptop,75000
1162,Keyboard,1500
1163,Gaming Console,40000
1164,Bluetooth Speaker,3500
1165,Bluetooth Speaker,3500
1166,Mouse,1000
1167,Tablet,30000
1168,Bluetooth Speaker,3500
1169,Smartphone,25000
1170,Gaming Console,40000
1171,Bluetooth Speaker,3500
1172,Keyboard,1500
1173,Laptop,75000
1174,Laptop,75000
1175,Smartphone,25000
1176,Headphones,2000
1177,Gaming Console,40000
1178,Smartwatch,5000
1179,Laptop,75000
1180,Smartwatch,5000
1181,Headphones,2000
1182,Laptop,75000
1183,Bluetooth Speaker,3500
1184,Monitor,15000
1185,Smartwatch,5000
1186,Tablet,30000
1187,Smartphone,25000
1188,Monitor,15000
1189,Bluetooth Speaker,3500
1190,Smartwatch,5000
1191,Mouse,1000
1192,Monitor,15000
1193,Monitor,15000
1194,Mouse,1000
1195,Tablet,30000
1196,Headphones,2000
1197,Smartwatch,5000
1198,Mouse,1000
1199,Gaming Console,40000
1200,Tablet,30000
1201,Gaming Console,40000
1202,Headphones,2000
1203,Smartphone,25000
1204,Monitor,15000
1205,Bluetooth Speaker,3500
1206,Gaming Console,40000
1207,Headphones,2000
1208,Keyboard,1500
1209,Smartwatch,5000
1210,Smartphone,25000
1211,Mouse,1000
1212,Keyboard,1500
1213,Laptop,75000
1214,Bluetooth Speaker,3500
1215,Tablet,30000
1216,Laptop,75000
1217,Smartwatch,5000
1218,Smartphone,25000
1219,Laptop,75000
1220,Mouse,1000
1221,Bluetooth Speaker,3500
1222,Bluetooth Speaker,3500
1223,Keyboard,1500
1224,Monitor,15000
1225,Headphones,2000
1226,Bluetooth Speaker,3500
1227,Headphones,2000
1228,Smartwatch,5000
1229,Keyboard,1500
1230,Laptop,75000
1231,Monitor,15000
1232,Tablet,30000
1233,Mouse,1000
1234,Smartphone,25000
1235,Bluetooth Speaker,3500
